x_value,total_1,total_2
11532,13192,7156
11533,13195,7154
11534,13189,7159
11535,13197,7162
11536,13193,7159
11537,13188,7162
11538,13190,7161
11539,13187,7163
11540,13193,7166
11541,13191,7172
11542,13190,7172
11543,13187,7169
11544,13188,7172
11545,13182,7173
11546,13187,7179
11547,13195,7176
11548,13192,7172
11549,13194,7173
11550,13196,7171
11551,13202,7167
11552,13203,7172
11553,13198,7170
11554,13202,7171
11555,13202,7170
11556,13201,7168
11557,13208,7168
11558,13212,7169
11559,13216,7172
11560,13222,7167
11561,13224,7164
11562,13232,7161
11563,13240,7162
11564,13244,7159
11565,13243,7162
11566,13247,7165
11567,13249,7162
11568,13244,7161
11569,13247,7166
11570,13248,7161
11571,13249,7157
11572,13253,7156
11573,13261,7151
11574,13265,7151
11575,13260,7148
11576,13259,7144
11577,13267,7141
11578,13264,7143
11579,13263,7138
11580,13259,7144
11581,13254,7143
11582,13262,7138
11583,13258,7144
11584,13257,7143
11585,13251,7147
11586,13254,7149
11587,13249,7152
11588,13244,7153
11589,13248,7154
11590,13245,7153
11591,13241,7155
11592,13248,7151
11593,13249,7157
11594,13253,7156
11595,13257,7153
11596,13254,7152
11597,13260,7148
11598,13261,7143
11599,13266,7140
11600,13261,7136
11601,13261,7134
11602,13256,7140
11603,13257,7146
11604,13257,7151
11605,13257,7153
11606,13265,7158
11607,13260,7162
11608,13256,7158
11609,13254,7164
11610,13251,7163
11611,13248,7162
11612,13245,7158
11613,13245,7157
11614,13249,7157
11615,13248,7161
11616,13247,7164
11617,13251,7166
11618,13256,7166
11619,13255,7166
11620,13259,7168
11621,13257,7172
11622,13265,7170
11623,13267,7174
11624,13269,7173
11625,13265,7169
11626,13271,7174
11627,13279,7174
11628,13280,7169
11629,13280,7164
11630,13277,7163
11631,13282,7159
11632,13287,7162
11633,13285,7163
11634,13293,7169
11635,13288,7172
11636,13283,7171
11637,13283,7175
11638,13283,7171
11639,13291,7168
11640,13287,7174
11641,13289,7173
11642,13296,7168
11643,13293,7170
11644,13301,7165
11645,13305,7162
11646,13305,7166
11647,13310,7170
11648,13313,7172
11649,13319,7171
11650,13313,7172
11651,13321,7169
11652,13316,7173
11653,13319,7169
11654,13317,7172
11655,13320,7173
11656,13316,7176
11657,13318,7176
11658,13319,7175
11659,13327,7171
11660,13321,7175
11661,13316,7181
11662,13324,7177
11663,13324,7181
11664,13323,7179
11665,13319,7178
11666,13314,7181
11667,13316,7186
11668,13313,7190
11669,13317,7192
11670,13316,7198
11671,13322,7203
11672,13320,7200
11673,13326,7202
11674,13320,7205
11675,13324,7208
11676,13329,7206
11677,13334,7203
11678,13335,7202
11679,13334,7197
11680,13334,7198
11681,13339,7194
11682,13341,7199
11683,13336,7205
11684,13334,7203
11685,13332,7201
11686,13335,7201
11687,13333,7202
11688,13340,7205
11689,13345,7203
11690,13345,7199
11691,13352,7195
11692,13357,7192
11693,13361,7190
11694,13360,7195
11695,13357,7198
11696,13353,7197
11697,13351,7197
11698,13355,7192
11699,13363,7197
11700,13369,7202
11701,13364,7206
11702,13366,7206
11703,13370,7205
11704,13364,7208
11705,13363,7213
11706,13369,7218
11707,13372,7213
11708,13366,7214
11709,13369,7210
11710,13371,7207
11711,13369,7210
11712,13371,7209
11713,13371,7213
11714,13369,7217
11715,13363,7222
11716,13359,7222
11717,13358,7226
11718,13359,7226
11719,13366,7221
11720,13368,7221
11721,13369,7225
11722,13367,7225
11723,13373,7228
11724,13374,7232
11725,13382,7235
11726,13380,7234
11727,13381,7238
11728,13376,7240
11729,13370,7235
11730,13366,7237
11731,13371,7234
11732,13365,7232
11733,13373,7228
11734,13368,7230
11735,13366,7236
11736,13365,7239
11737,13366,7244
11738,13361,7248
11739,13359,7247
11740,13367,7253
11741,13375,7259
11742,13374,7260
11743,13381,7255
11744,13385,7254
11745,13390,7256
11746,13390,7261
11747,13396,7267
11748,13401,7267
11749,13400,7263
11750,13400,7260
11751,13406,7263
11752,13401,7262
11753,13409,7265
11754,13405,7263
11755,13411,7267
11756,13409,7264
11757,13405,7260
11758,13411,7261
11759,13412,7258
11760,13410,7261
11761,13405,7259
11762,13404,7261
11763,13411,7262
11764,13409,7261
11765,13404,7260
11766,13409,7259
11767,13406,7254
11768,13401,7253
11769,13403,7252
11770,13409,7254
11771,13403,7252
11772,13397,7258
11773,13399,7260
11774,13397,7256
11775,13404,7256
11776,13398,7262
11777,13403,7258
11778,13406,7262
11779,13401,7261
11780,13408,7261
11781,13415,7266
11782,13409,7270
11783,13403,7275
11784,13408,7280
11785,13411,7281
11786,13413,7282
11787,13415,7288
11788,13411,7289
11789,13410,7295
11790,13406,7290
11791,13413,7288
11792,13411,7287
11793,13411,7283
11794,13413,7286
11795,13413,7286
11796,13415,7285
11797,13418,7290
11798,13423,7296
11799,13420,7293
11800,13416,7290
11801,13416,7285
11802,13416,7291
11803,13415,7289
11804,13420,7288
11805,13422,7284
11806,13421,7283
11807,13424,7285
11808,13418,7291
11809,13421,7297
11810,13416,7294
11811,13419,7294
11812,13416,7292
11813,13418,7296
11814,13425,7301
11815,13421,7305
11816,13423,7302
11817,13430,7297
11818,13435,7298
11819,13438,7301
11820,13439,7303
11821,13442,7305
11822,13450,7301
11823,13458,7297
11824,13452,7300
11825,13446,7306
11826,13447,7302
11827,13453,7307
11828,13459,7303
11829,13458,7298
11830,13458,7302
11831,13462,7305
11832,13462,7303
11833,13458,7305
11834,13453,7302
11835,13459,7303
11836,13458,7304
11837,13464,7309
11838,13464,7309
11839,13462,7304
11840,13459,7310
11841,13459,7306
11842,13456,7308
11843,13451,7306
11844,13446,7309
11845,13450,7305
11846,13451,7306
11847,13445,7310
11848,13451,7313
11849,13448,7311
11850,13443,7314
11851,13450,7310
11852,13453,7305
11853,13453,7306
11854,13452,7311
11855,13456,7312
11856,13454,7308
11857,13459,7312
11858,13465,7309
11859,13459,7308
11860,13454,7310
11861,13451,7307
11862,13454,7302
11863,13457,7304
11864,13452,7302
11865,13446,7300
11866,13448,7299
11867,13453,7298
11868,13453,7303
11869,13447,7308
11870,13445,7309
11871,13448,7304
11872,13452,7300
11873,13458,7306
11874,13462,7308
11875,13466,7308
11876,13462,7307
11877,13467,7308
11878,13470,7311
11879,13469,7313
11880,13471,7316
11881,13468,7318
11882,13464,7323
11883,13465,7327
11884,13471,7333
11885,13475,7329
11886,13482,7332
11887,13477,7327
11888,13476,7330
11889,13483,7335
11890,13487,7336
11891,13493,7339
11892,13492,7335
11893,13487,7336
11894,13483,7335
11895,13488,7339
11896,13489,7341
11897,13484,7341
11898,13484,7338
11899,13478,7342
11900,13482,7342
11901,13488,7343
11902,13494,7343
11903,13496,7338
11904,13496,7343
11905,13500,7348
11906,13503,7343
11907,13506,7343
11908,13511,7345
11909,13516,7347
11910,13512,7345
11911,13512,7344
11912,13510,7345
11913,13506,7349
11914,13509,7354
11915,13512,7352
11916,13510,7350
11917,13514,7345
11918,13508,7348
11919,13506,7352
11920,13511,7349
11921,13505,7348
11922,13511,7344
11923,13515,7340
11924,13515,7342
11925,13514,7341
11926,13512,7338
11927,13509,7344
11928,13511,7349
11929,13511,7351
11930,13512,7352
11931,13512,7348
11932,13511,7346
11933,13506,7349
11934,13503,7349
11935,13510,7354
11936,13515,7354
11937,13518,7360
11938,13514,7358
11939,13520,7358
11940,13520,7362
11941,13523,7367
11942,13530,7368
11943,13530,7374
11944,13529,7377
11945,13534,7378
11946,13534,7376
11947,13529,7376
11948,13527,7379
11949,13521,7374
11950,13519,7377
11951,13520,7372
11952,13521,7377
11953,13528,7383
11954,13531,7389
11955,13525,7389
11956,13532,7385
11957,13535,7391
11958,13534,7389
11959,13529,7384
11960,13531,7390
11961,13530,7389
11962,13535,7388
11963,13536,7384
11964,13539,7387
11965,13539,7384
11966,13534,7386
11967,13534,7389
11968,13536,7384
11969,13538,7380
11970,13541,7380
11971,13549,7376
11972,13550,7376
11973,13556,7373
11974,13564,7372
11975,13566,7377
11976,13569,7382
11977,13572,7380
11978,13573,7378
11979,13575,7377
11980,13578,7382
11981,13577,7381
11982,13584,7377
11983,13579,7383
11984,13581,7384
11985,13583,7389
11986,13582,7393
11987,13588,7390
11988,13584,7387
11989,13586,7391
11990,13585,7386
11991,13592,7388
11992,13594,7385
11993,13595,7385
11994,13589,7387
11995,13590,7386
11996,13596,7386
11997,13600,7391
11998,13607,7393
11999,13614,7398
12000,13614,7402
12001,13616,7401
12002,13624,7406
12003,13632,7408
12004,13640,7409
12005,13642,7411
12006,13647,7406
12007,13650,7405
12008,13646,7401
12009,13646,7403
12010,13642,7406
12011,13642,7401
12012,13641,7397
12013,13635,7395
12014,13639,7391
12015,13634,7396
12016,13631,7395
12017,13628,7394
12018,13625,7394
12019,13620,7394
12020,13621,7391
12021,13620,7392
12022,13625,7398
12023,13626,7401
12024,13633,7399
12025,13629,7395
12026,13630,7395
12027,13635,7400
12028,13642,7400
12029,13638,7406
12030,13639,7405
12031,13647,7411
12032,13654,7415
12033,13662,7416
12034,13670,7416
12035,13668,7414
12036,13676,7417
12037,13671,7415
12038,13668,7421
12039,13673,7424
12040,13677,7420
12041,13681,7420
12042,13683,7416
12043,13688,7415
12044,13691,7419
12045,13697,7418
12046,13693,7421
12047,13697,7419
12048,13703,7422
12049,13708,7425
12050,13708,7420
12051,13709,7425
12052,13703,7426
12053,13710,7431
12054,13708,7428
12055,13702,7434
12056,13709,7440
12057,13711,7435
12058,13717,7437
12059,13714,7438
12060,13708,7442
12061,13715,7442
12062,13722,7444
12063,13721,7449
12064,13719,7455
12065,13723,7453
12066,13729,7448
12067,13736,7443
12068,13743,7443
12069,13746,7438
12070,13753,7444
12071,13759,7439
12072,13766,7436
12073,13760,7431
12074,13758,7434
12075,13759,7437
12076,13764,7432
12077,13758,7432
12078,13755,7432
12079,13762,7438
12080,13762,7444
12081,13769,7444
12082,13765,7440
12083,13767,7440
12084,13773,7441
12085,13771,7443
12086,13773,7439
12087,13777,7436
12088,13777,7433
12089,13784,7428
12090,13791,7430
12091,13792,7433
12092,13797,7432
12093,13797,7436
12094,13805,7441
12095,13805,7438
12096,13800,7436
12097,13797,7437
12098,13799,7440
12099,13796,7444
12100,13794,7442
12101,13795,7446
12102,13792,7441
12103,13799,7442
12104,13804,7446
12105,13810,7443
12106,13811,7443
12107,13813,7439
12108,13814,7438
12109,13818,7437
12110,13814,7434
12111,13814,7432
12112,13819,7428
12113,13820,7432
12114,13819,7429
12115,13823,7424
12116,13817,7419
12117,13823,7416
12118,13826,7413
12119,13820,7415
12120,13826,7413
12121,13822,7418
12122,13821,7419
12123,13816,7420
12124,13813,7425
12125,13807,7422
12126,13804,7419
12127,13802,7416
12128,13808,7418
12129,13808,7418
12130,13812,7416
12131,13813,7415
12132,13817,7418
12133,13820,7418
12134,13828,7424
12135,13833,7420
12136,13831,7417
12137,13826,7417
12138,13831,7415
12139,13832,7410
12140,13834,7405
12141,13834,7411
12142,13832,7409
12143,13831,7409
12144,13837,7408
12145,13834,7409
12146,13839,7411
12147,13833,7415
12148,13831,7410
12149,13835,7411
12150,13834,7411
12151,13839,7412
12152,13842,7410
12153,13850,7413
12154,13844,7411
12155,13844,7412
12156,13852,7409
12157,13849,7404
12158,13856,7400
12159,13861,7400
12160,13858,7403
12161,13853,7401
12162,13847,7400
12163,13851,7399
12164,13853,7400
12165,13857,7402
12166,13852,7403
12167,13850,7402
12168,13850,7402
12169,13852,7406
12170,13849,7403
12171,13852,7406
12172,13850,7404
12173,13853,7404
12174,13854,7406
12175,13856,7404
12176,13850,7399
12177,13848,7405
12178,13855,7401
12179,13856,7406
12180,13864,7403
12181,13868,7401
12182,13869,7400
12183,13877,7400
12184,13875,7395
12185,13876,7396
12186,13874,7395
12187,13870,7398
12188,13873,7394
12189,13870,7396
12190,13866,7395
12191,13863,7401
12192,13871,7400
12193,13871,7402
12194,13871,7404
12195,13879,7410
12196,13883,7407
12197,13884,7405
12198,13887,7400
12199,13890,7406
12200,13889,7409
12201,13890,7404
12202,13897,7404
12203,13904,7400
12204,13905,7406
12205,13902,7407
12206,13906,7404
12207,13904,7405
12208,13903,7406
12209,13903,7404
12210,13897,7400
12211,13901,7402
12212,13895,7408
12213,13896,7408
12214,13900,7408
12215,13900,7404
12216,13899,7408
12217,13904,7414
12218,13901,7409
12219,13907,7406
12220,13910,7407
12221,13911,7413
12222,13918,7413
12223,13915,7410
12224,13912,7415
12225,13907,7410
12226,13913,7411
12227,13915,7417
12228,13912,7422
12229,13920,7427
12230,13925,7429
12231,13929,7424
12232,13932,7420
12233,13932,7426
12234,13932,7431
12235,13936,7428
12236,13935,7423
12237,13937,7424
12238,13939,7423
12239,13940,7420
12240,13934,7425
12241,13930,7428
12242,13932,7425
12243,13934,7426
12244,13933,7423
12245,13934,7426
12246,13935,7426
12247,13935,7430
12248,13940,7426
12249,13941,7429
12250,13944,7428
12251,13947,7434
12252,13954,7437
12253,13951,7435
12254,13957,7432
12255,13962,7428
12256,13962,7431
12257,13956,7436
12258,13955,7436
12259,13959,7442
12260,13964,7448
12261,13970,7443
12262,13978,7438
12263,13979,7441
12264,13987,7445
12265,13992,7449
12266,13988,7445
12267,13988,7443
12268,13988,7442
12269,13986,7448
12270,13994,7447
12271,13999,7444
12272,14005,7450
12273,14010,7450
12274,14018,7452
12275,14019,7448
12276,14021,7447
12277,14023,7445
12278,14028,7442
12279,14036,7438
12280,14042,7441
12281,14049,7445
12282,14046,7441
12283,14047,7443
12284,14052,7439
12285,14052,7440
12286,14056,7438
12287,14052,7440
12288,14059,7442
12289,14057,7442
12290,14057,7443
12291,14058,7442
12292,14062,7441
12293,14066,7441
12294,14068,7445
12295,14066,7441
12296,14064,7438
12297,14061,7437
12298,14067,7436
12299,14069,7435
12300,14069,7439
12301,14074,7435
12302,14069,7439
12303,14074,7441
12304,14077,7446
12305,14084,7449
12306,14080,7452
12307,14084,7452
12308,14086,7455
12309,14087,7459
12310,14094,7454
12311,14099,7455
12312,14098,7456
12313,14104,7455
12314,14104,7450
12315,14105,7456
12316,14108,7453
12317,14110,7457
12318,14111,7456
12319,14112,7461
12320,14114,7462
12321,14109,7467
12322,14112,7473
12323,14120,7476
12324,14124,7479
12325,14129,7474
12326,14126,7475
12327,14131,7480
12328,14132,7476
12329,14140,7476
12330,14144,7472
12331,14140,7467
12332,14141,7469
12333,14142,7465
12334,14136,7471
12335,14136,7471
12336,14134,7470
12337,14132,7465
12338,14129,7470
12339,14125,7465
12340,14132,7464
12341,14139,7466
12342,14147,7461
12343,14152,7460
12344,14149,7457
12345,14152,7460
12346,14160,7463
12347,14164,7464
12348,14171,7468
12349,14165,7472
12350,14168,7467
12351,14171,7466
12352,14170,7461
12353,14178,7462
12354,14181,7463
12355,14180,7468
12356,14185,7470
12357,14180,7466
12358,14175,7466
12359,14179,7471
12360,14180,7477
12361,14179,7476
12362,14184,7480
12363,14187,7481
12364,14183,7486
12365,14189,7490
12366,14193,7493
12367,14187,7488
12368,14183,7487
12369,14190,7483
12370,14191,7486
12371,14186,7492
12372,14187,7497
12373,14191,7503
12374,14195,7505
12375,14199,7510
12376,14194,7515
12377,14202,7517
12378,14205,7516
12379,14211,7518
12380,14205,7521
12381,14213,7519
12382,14209,7517
12383,14209,7515
12384,14209,7518
12385,14203,7519
12386,14211,7516
12387,14219,7516
12388,14217,7514
12389,14212,7519
12390,14218,7518
12391,14225,7521
12392,14224,7526
12393,14218,7521
12394,14217,7522
12395,14213,7523
12396,14214,7521
12397,14217,7525
12398,14216,7523
12399,14214,7526
12400,14217,7531
12401,14214,7535
12402,14214,7532
12403,14213,7530
12404,14215,7535
12405,14210,7530
12406,14212,7528
12407,14214,7523
12408,14211,7518
12409,14208,7513
12410,14215,7508
12411,14220,7510
12412,14215,7514
12413,14223,7519
12414,14225,7516
12415,14224,7512
12416,14221,7517
12417,14217,7519
12418,14216,7514
12419,14213,7512
12420,14212,7517
12421,14213,7521
12422,14212,7523
12423,14219,7528
12424,14216,7534
12425,14218,7531
12426,14222,7528
12427,14225,7526
12428,14230,7526
12429,14231,7528
12430,14229,7526
12431,14223,7521
12432,14224,7526
12433,14222,7525
12434,14221,7525
12435,14228,7529
12436,14226,7531
12437,14225,7526
12438,14224,7524
12439,14230,7522
12440,14228,7525
12441,14229,7523
12442,14231,7522
12443,14234,7523
12444,14239,7518
12445,14236,7513
12446,14236,7508
12447,14243,7509
12448,14251,7507
12449,14251,7510
12450,14254,7510
12451,14256,7508
12452,14255,7510
12453,14256,7511
12454,14252,7509
12455,14254,7513
12456,14256,7508
12457,14258,7513
12458,14262,7513
12459,14258,7517
12460,14260,7523
12461,14254,7524
12462,14254,7528
12463,14255,7529
12464,14256,7526
12465,14263,7524
12466,14269,7525
12467,14270,7526
12468,14266,7527
12469,14270,7525
12470,14273,7527
12471,14272,7526
12472,14267,7524
12473,14261,7529
12474,14260,7533
12475,14260,7529
12476,14267,7528
12477,14274,7534
12478,14275,7539
12479,14275,7543
12480,14270,7545
12481,14273,7544
12482,14274,7550
12483,14280,7553
12484,14286,7557
12485,14282,7556
12486,14281,7559
12487,14277,7555
12488,14277,7550
12489,14281,7547
12490,14285,7547
12491,14285,7545
12492,14292,7541
12493,14299,7538
12494,14301,7541
12495,14302,7538
12496,14310,7534
12497,14308,7532
12498,14316,7537
12499,14318,7532
12500,14316,7536
12501,14319,7534
12502,14317,7537
12503,14320,7535
12504,14314,7533
12505,14316,7537
12506,14318,7537
12507,14315,7532
12508,14323,7532
12509,14326,7532
12510,14328,7534
12511,14329,7540
12512,14328,7542
12513,14326,7547
12514,14330,7548
12515,14324,7551
12516,14327,7551
12517,14324,7547
12518,14327,7551
12519,14335,7549
12520,14331,7549
12521,14336,7547
12522,14339,7549
12523,14339,7549
12524,14342,7554
12525,14345,7557
12526,14341,7556
12527,14337,7557
12528,14345,7554
12529,14339,7553
12530,14342,7555
12531,14336,7556
12532,14334,7552
12533,14329,7549
12534,14330,7544
12535,14332,7542
12536,14340,7544
12537,14337,7549
12538,14345,7554
12539,14349,7559
12540,14357,7561
12541,14364,7557
12542,14369,7557
12543,14363,7562
12544,14364,7566
12545,14361,7564
12546,14358,7560
12547,14352,7564
12548,14348,7565
12549,14350,7571
12550,14345,7576
12551,14345,7578
12552,14346,7577
12553,14341,7573
12554,14336,7568
12555,14336,7571
12556,14342,7575
12557,14347,7581
12558,14341,7577
12559,14346,7573
12560,14350,7575
12561,14352,7571
12562,14355,7575
12563,14360,7571
12564,14355,7576
12565,14361,7578
12566,14364,7583
12567,14358,7589
12568,14352,7592
12569,14350,7596
12570,14352,7594
12571,14358,7591
12572,14363,7592
12573,14359,7593
12574,14355,7588
12575,14356,7587
12576,14355,7582
12577,14363,7580
12578,14365,7580
12579,14365,7577
12580,14370,7574
12581,14367,7574
12582,14361,7573
12583,14367,7569
12584,14364,7569
12585,14362,7565
12586,14362,7567
12587,14356,7571
12588,14362,7567
12589,14366,7568
12590,14371,7567
12591,14370,7563
12592,14378,7558
12593,14375,7558
12594,14372,7557
12595,14378,7560
12596,14374,7557
12597,14373,7563
12598,14375,7563
12599,14380,7560
12600,14381,7557
12601,14386,7562
12602,14392,7564
12603,14392,7567
12604,14389,7567
12605,14396,7564
12606,14397,7566
12607,14401,7562
12608,14396,7567
12609,14399,7562
12610,14402,7557
12611,14399,7561
12612,14394,7564
12613,14396,7566
12614,14399,7564
12615,14402,7562
12616,14403,7568
12617,14403,7574
12618,14399,7574
12619,14393,7579
12620,14394,7578
12621,14389,7581
12622,14394,7587
12623,14401,7582
12624,14407,7581
12625,14407,7577
12626,14414,7577
12627,14409,7572
12628,14404,7576
12629,14411,7580
12630,14417,7583
12631,14412,7585
12632,14416,7584
12633,14424,7580
12634,14421,7580
12635,14420,7578
12636,14416,7578
12637,14422,7583
12638,14417,7589
12639,14425,7595
12640,14424,7598
12641,14428,7604
12642,14428,7603
12643,14422,7606
12644,14425,7609
12645,14423,7612
12646,14427,7611
12647,14422,7610
12648,14419,7615
12649,14420,7614
12650,14416,7615
12651,14422,7615
12652,14422,7617
12653,14418,7621
12654,14422,7622
12655,14422,7619
12656,14429,7616
12657,14430,7612
12658,14434,7618
12659,14435,7619
12660,14438,7617
12661,14445,7612
12662,14450,7613
12663,14445,7616
12664,14449,7614
12665,14452,7617
12666,14449,7614
12667,14452,7617
12668,14450,7615
12669,14456,7618
12670,14451,7615
12671,14451,7618
12672,14453,7621
12673,14457,7622
12674,14465,7619
12675,14459,7614
12676,14456,7610
12677,14453,7610
12678,14455,7613
12679,14452,7614
12680,14457,7613
12681,14461,7610
12682,14465,7608
12683,14469,7603
12684,14467,7606
12685,14464,7605
12686,14468,7604
12687,14472,7610
12688,14480,7611
12689,14477,7617
12690,14476,7617
12691,14472,7619
12692,14469,7617
12693,14463,7623
12694,14469,7625
12695,14471,7626
12696,14476,7626
12697,14479,7626
12698,14482,7632
12699,14482,7636
12700,14483,7638
12701,14477,7639
12702,14474,7640
12703,14482,7645
12704,14481,7641
12705,14485,7646
12706,14489,7645
12707,14484,7651
12708,14492,7657
12709,14498,7661
12710,14506,7656
12711,14514,7659
12712,14522,7661
12713,14526,7667
12714,14521,7667
12715,14516,7665
12716,14513,7671
12717,14514,7670
12718,14516,7674
12719,14518,7678
12720,14520,7681
12721,14515,7681
12722,14516,7679
12723,14515,7678
12724,14522,7681
12725,14529,7681
12726,14527,7682
12727,14532,7686
12728,14531,7685
12729,14537,7687
12730,14535,7685
12731,14529,7688
12732,14536,7691
12733,14531,7694
12734,14525,7696
12735,14519,7695
12736,14525,7697
12737,14522,7692
12738,14516,7696
12739,14512,7696
12740,14508,7698
12741,14507,7700
12742,14513,7698
12743,14510,7696
12744,14515,7694
12745,14516,7696
12746,14515,7697
12747,14522,7697
12748,14516,7701
12749,14524,7696
12750,14521,7691
12751,14524,7695
12752,14528,7692
12753,14525,7696
12754,14522,7699
12755,14524,7703
12756,14531,7701
12757,14530,7699
12758,14535,7704
12759,14540,7699
12760,14544,7696
12761,14542,7695
12762,14548,7701
12763,14553,7699
12764,14549,7702
12765,14553,7706
12766,14558,7709
12767,14566,7709
12768,14570,7708
12769,14567,7710
12770,14561,7706
12771,14568,7703
12772,14573,7707
12773,14571,7709
12774,14571,7704
12775,14569,7704
12776,14577,7699
12777,14576,7698
12778,14580,7698
12779,14577,7701
12780,14571,7700
12781,14569,7698
12782,14567,7696
12783,14570,7693
12784,14572,7699
12785,14579,7694
12786,14582,7693
12787,14585,7691
12788,14587,7688
12789,14589,7684
12790,14593,7686
12791,14590,7691
12792,14594,7689
12793,14596,7694
12794,14593,7699
12795,14588,7697
12796,14587,7696
12797,14582,7699
12798,14586,7700
12799,14592,7700
12800,14591,7698
12801,14599,7701
12802,14597,7704
12803,14600,7709
12804,14599,7705
12805,14599,7711
12806,14607,7709
12807,14614,7713
12808,14618,7716
12809,14613,7715
12810,14618,7711
12811,14620,7712
12812,14614,7714
12813,14610,7720
12814,14618,7717
12815,14621,7712
12816,14628,7712
12817,14635,7713
12818,14640,7715
12819,14648,7710
12820,14645,7706
12821,14643,7701
12822,14649,7707
12823,14646,7707
12824,14649,7709
12825,14652,7714
12826,14654,7720
12827,14662,7719
12828,14668,7718
12829,14669,7717
12830,14670,7714
12831,14677,7718
12832,14673,7714
12833,14671,7713
12834,14665,7709
12835,14671,7704
12836,14676,7702
12837,14683,7698
12838,14685,7701
12839,14687,7697
12840,14690,7695
12841,14691,7690
12842,14698,7693
12843,14702,7698
12844,14699,7703
12845,14703,7702
12846,14707,7707
12847,14703,7712
12848,14697,7718
12849,14701,7720
12850,14700,7720
12851,14703,7715
12852,14697,7719
12853,14698,7720
12854,14698,7723
12855,14696,7729
12856,14695,7732
12857,14690,7731
12858,14693,7737
12859,14693,7741
12860,14698,7745
12861,14706,7746
12862,14708,7746
12863,14706,7748
12864,14704,7744
12865,14699,7742
12866,14707,7748
12867,14704,7748
12868,14707,7752
12869,14708,7751
12870,14713,7755
12871,14712,7754
12872,14720,7749
12873,14721,7746
12874,14725,7751
12875,14733,7751
12876,14735,7748
12877,14737,7744
12878,14738,7742
12879,14734,7742
12880,14742,7743
12881,14750,7741
12882,14752,7738
12883,14755,7733
12884,14751,7737
12885,14757,7738
12886,14757,7737
12887,14757,7740
12888,14759,7741
12889,14754,7741
12890,14759,7747
12891,14758,7751
12892,14762,7747
12893,14765,7752
12894,14766,7749
12895,14766,7748
12896,14772,7746
12897,14779,7746
12898,14780,7752
12899,14777,7749
12900,14772,7749
12901,14771,7751
12902,14776,7754
12903,14774,7752
12904,14778,7752
12905,14780,7753
12906,14784,7751
12907,14784,7750
12908,14784,7754
12909,14778,7752
12910,14774,7750
12911,14774,7749
12912,14776,7750
12913,14776,7747
12914,14771,7751
12915,14772,7757
12916,14775,7756
12917,14770,7762
12918,14767,7767
12919,14761,7772
12920,14756,7773
12921,14752,7768
12922,14752,7773
12923,14749,7776
12924,14747,7772
12925,14751,7775
12926,14746,7781
12927,14740,7787
12928,14748,7790
12929,14752,7787
12930,14747,7789
12931,14750,7789
12932,14747,7784
12933,14751,7784
12934,14753,7788
12935,14751,7791
12936,14751,7791
12937,14751,7789
12938,14756,7792
12939,14754,7797
12940,14759,7793
12941,14753,7791
12942,14754,7792
12943,14751,7792
12944,14756,7794
12945,14761,7794
12946,14763,7796
12947,14765,7795
12948,14770,7792
12949,14773,7795
12950,14768,7801
12951,14773,7796
12952,14776,7801
12953,14773,7797
12954,14779,7794
12955,14787,7795
12956,14782,7796
12957,14784,7797
12958,14785,7800
12959,14783,7797
12960,14778,7794
12961,14786,7796
12962,14787,7802
12963,14791,7805
12964,14793,7800
12965,14787,7799
12966,14790,7802
12967,14792,7801
12968,14789,7801
12969,14794,7806
12970,14797,7805
12971,14794,7807
12972,14797,7804
12973,14804,7806
12974,14812,7803
12975,14818,7799
12976,14815,7799
12977,14820,7802
12978,14819,7800
12979,14819,7801
12980,14824,7796
12981,14824,7800
12982,14827,7795
12983,14829,7798
12984,14829,7794
12985,14824,7795
12986,14830,7797
12987,14830,7798
12988,14835,7802
12989,14831,7800
12990,14827,7802
12991,14821,7807
12992,14824,7802
12993,14830,7807
12994,14825,7811
12995,14833,7809
12996,14837,7807
12997,14839,7803
12998,14845,7801
12999,14853,7799
13000,14855,7805
13001,14857,7804
13002,14851,7802
13003,14852,7808
13004,14853,7808
13005,14859,7814
13006,14864,7816
13007,14870,7813
13008,14871,7815
13009,14872,7816
13010,14868,7815
13011,14865,7818
13012,14868,7824
13013,14869,7825
13014,14864,7831
13015,14864,7827
13016,14860,7829
13017,14863,7833
13018,14863,7833
13019,14861,7839
13020,14860,7842
13021,14857,7838
13022,14855,7844
13023,14861,7843
13024,14864,7846
13025,14865,7848
13026,14869,7846
13027,14873,7852
13028,14879,7858
13029,14881,7860
13030,14877,7857
13031,14879,7854
13032,14881,7854
13033,14879,7858
13034,14878,7861
13035,14882,7858
13036,14877,7859
13037,14878,7857
13038,14880,7853
13039,14885,7851
13040,14885,7847
13041,14890,7849
13042,14894,7848
13043,14888,7850
13044,14894,7848
13045,14890,7851
13046,14891,7853
13047,14887,7849
13048,14881,7844
13049,14883,7839
13050,14885,7842
13051,14882,7840
13052,14883,7843
13053,14881,7846
13054,14880,7847
13055,14880,7851
13056,14876,7846
13057,14876,7843
13058,14883,7849
13059,14888,7846
13060,14893,7844
13061,14887,7843
13062,14887,7848
13063,14893,7846
13064,14895,7844
13065,14898,7847
13066,14903,7846
13067,14904,7849
13068,14899,7853
13069,14903,7852
13070,14900,7858
13071,14903,7861
13072,14908,7857
13073,14911,7858
13074,14911,7861
13075,14913,7867
13076,14920,7864
13077,14925,7860
13078,14927,7856
13079,14928,7851
13080,14932,7846
13081,14940,7846
13082,14946,7848
13083,14952,7845
13084,14960,7841
13085,14960,7836
